"SampleYear","FirstSampleDate","ProjectRegion","Subregion","Habitat","SiteCode","SiteID","SiteName","StationID","TRANSECT","AbbrName","SciName","Tally","Density"
2011,2011-05-10,"FKNMS","MK","OS","5S1",56,"Sombrero Shallow",562,"300-10","OCTO","Total Octocoral",NA,NA
2011,2011-05-10,"FKNMS","MK","OS","5S1",56,"Sombrero Shallow",563,"300-10","OCTO","Total Octocoral",NA,NA
2011,2011-05-10,"FKNMS","MK","OS","5S1",56,"Sombrero Shallow",564,"300-10","OCTO","Total Octocoral",NA,NA
2011,2011-07-18,"FKNMS","LK","OS","5S4",59,"Western Sambo Shallow",591,"300-10","OCTO","Total Octocoral",109,10.9
2011,2011-07-17,"FKNMS","LK","OS","5S4",59,"Western Sambo Shallow",592,"300-10","OCTO","Total Octocoral",65,6.5
2011,2011-07-18,"FKNMS","LK","OS","5S4",59,"Western Sambo Shallow",593,"300-10","OCTO","Total Octocoral",45,4.5
2011,2011-07-18,"FKNMS","LK","OS","5S4",59,"Western Sambo Shallow",594,"300-10","OCTO","Total Octocoral",37,3.7
2011,2011-07-15,"FKNMS","LK","OS","2S1",61,"Sand Key Shallow",611,"300-10","OCTO","Total Octocoral",83,8.3
2011,2011-07-15,"FKNMS","LK","OS","2S1",61,"Sand Key Shallow",612,"300-10","OCTO","Total Octocoral",87,8.7
2011,2011-07-15,"FKNMS","LK","OS","2S1",61,"Sand Key Shallow",613,"300-10","OCTO","Total Octocoral",70,7
2011,2011-07-15,"FKNMS","LK","OS","2S1",61,"Sand Key Shallow",614,"300-10","OCTO","Total Octocoral",73,7.3
2011,2011-06-13,"FKNMS","UK","OD","9D1",70,"Carysfort Deep",701,"300-10","OCTO","Total Octocoral",190,19
2011,2011-06-13,"FKNMS","UK","OD","9D1",70,"Carysfort Deep",702,"300-10","OCTO","Total Octocoral",133,13.3
2011,2011-06-13,"FKNMS","UK","OD","9D1",70,"Carysfort Deep",703,"300-10","OCTO","Total Octocoral",107,10.7
2011,2011-06-13,"FKNMS","UK","OD","9D1",70,"Carysfort Deep",704,"300-10","OCTO","Total Octocoral",254,25.4
2011,2011-06-14,"FKNMS","MK","OD","7D1",74,"Alligator Deep",741,"300-10","OCTO","Total Octocoral",163,16.3
2011,2011-06-14,"FKNMS","MK","OD","7D1",74,"Alligator Deep",742,"300-10","OCTO","Total Octocoral",78,7.8
2011,2011-06-14,"FKNMS","MK","OD","7D1",74,"Alligator Deep",743,"300-10","OCTO","Total Octocoral",95,9.5
2011,2011-06-14,"FKNMS","MK","OD","7D1",74,"Alligator Deep",744,"300-10","OCTO","Total Octocoral",162,16.2
2011,2011-05-12,"FKNMS","MK","OD","7D2",75,"Tennessee Deep",751,"300-10","OCTO","Total Octocoral",NA,NA
2011,2011-05-12,"FKNMS","MK","OD","7D2",75,"Tennessee Deep",752,"300-10","OCTO","Total Octocoral",NA,NA
2011,2011-05-12,"FKNMS","MK","OD","7D2",75,"Tennessee Deep",753,"300-10","OCTO","Total Octocoral",NA,NA
2011,2011-05-12,"FKNMS","MK","OD","7D2",75,"Tennessee Deep",754,"300-10","OCTO","Total Octocoral",NA,NA
2011,2011-05-11,"FKNMS","MK","OD","5D1",76,"Sombrero Deep",761,"300-10","OCTO","Total Octocoral",NA,NA
2011,2011-05-11,"FKNMS","MK","OD","5D1",76,"Sombrero Deep",762,"300-10","OCTO","Total Octocoral",NA,NA
2011,2011-05-11,"FKNMS","MK","OD","5D1",76,"Sombrero Deep",763,"300-10","OCTO","Total Octocoral",NA,NA
2011,2011-05-11,"FKNMS","MK","OD","5D1",76,"Sombrero Deep",764,"300-10","OCTO","Total Octocoral",NA,NA
2011,2011-07-18,"FKNMS","LK","OD","5D4",79,"Western Sambo Deep",791,"300-10","OCTO","Total Octocoral",143,14.3
2011,2011-07-18,"FKNMS","LK","OD","5D4",79,"Western Sambo Deep",792,"300-10","OCTO","Total Octocoral",115,11.5
2011,2011-07-18,"FKNMS","LK","OD","5D4",79,"Western Sambo Deep",793,"300-10","OCTO","Total Octocoral",142,14.2
2011,2011-07-18,"FKNMS","LK","OD","5D4",79,"Western Sambo Deep",794,"300-10","OCTO","Total Octocoral",127,12.7
2011,2011-07-20,"FKNMS","LK","OD","2D1",81,"Sand Key Deep",811,"300-10","OCTO","Total Octocoral",164,16.4
2011,2011-07-20,"FKNMS","LK","OD","2D1",81,"Sand Key Deep",812,"300-10","OCTO","Total Octocoral",163,16.3
2011,2011-07-19,"FKNMS","LK","OD","2D1",81,"Sand Key Deep",813,"300-10","OCTO","Total Octocoral",255,25.5
2011,2011-07-19,"FKNMS","LK","OD","2D1",81,"Sand Key Deep",814,"300-10","OCTO","Total Octocoral",275,27.5
2011,2011-06-30,"NPSDT/FKNMS","DT","OD","1D1",82,"Bird Key Reef",821,"300-10","OCTO","Total Octocoral",66,6.6
2011,2011-06-30,"NPSDT/FKNMS","DT","OD","1D1",82,"Bird Key Reef",822,"300-10","OCTO","Total Octocoral",95,9.5
2011,2011-06-30,"NPSDT/FKNMS","DT","OD","1D1",82,"Bird Key Reef",823,"300-10","OCTO","Total Octocoral",142,14.2
2011,2011-06-30,"NPSDT/FKNMS","DT","OD","1D1",82,"Bird Key Reef",824,"300-10","OCTO","Total Octocoral",110,11
2012,2012-06-01,"NPSDT","DT","P","1PA",27,"The Maze",271,"300-10","OCTO","Total Octocoral",75,7.5
2012,2012-06-01,"NPSDT","DT","P","1PA",27,"The Maze",272,"300-10","OCTO","Total Octocoral",60,6
2012,2012-06-01,"NPSDT","DT","P","1PA",27,"The Maze",273,"300-10","OCTO","Total Octocoral",20,2
2012,2012-06-01,"NPSDT","DT","P","1PA",27,"The Maze",274,"300-10","OCTO","Total Octocoral",46,4.6
2012,2012-05-31,"NPSDT","DT","P","1PB",28,"Davis Rock",281,"300-10","OCTO","Total Octocoral",0,0
2012,2012-05-31,"NPSDT","DT","P","1PB",28,"Davis Rock",282,"300-10","OCTO","Total Octocoral",0,0
2012,2012-05-31,"NPSDT","DT","P","1PB",28,"Davis Rock",283,"300-10","OCTO","Total Octocoral",0,0
2012,2012-05-31,"NPSDT","DT","P","1PB",28,"Davis Rock",284,"300-10","OCTO","Total Octocoral",0,0
2012,2012-06-01,"NPSDT","DT","P","1PC",29,"Texas Rock",291,"300-10","OCTO","Total Octocoral",2,0.2
2012,2012-06-01,"NPSDT","DT","P","1PC",29,"Texas Rock",292,"300-10","OCTO","Total Octocoral",9,0.9
2012,2012-06-01,"NPSDT","DT","P","1PC",29,"Texas Rock",293,"300-10","OCTO","Total Octocoral",0,0
2012,2012-06-01,"NPSDT","DT","P","1PC",29,"Texas Rock",294,"300-10","OCTO","Total Octocoral",13,1.3
2012,2012-08-17,"FKNMS","UK","P","9P3",32,"Porter Patch",321,"300-10","OCTO","Total Octocoral",187,18.7
2012,2012-08-17,"FKNMS","UK","P","9P3",32,"Porter Patch",322,"300-10","OCTO","Total Octocoral",146,14.6
2012,2012-08-17,"FKNMS","UK","P","9P3",32,"Porter Patch",323,"300-10","OCTO","Total Octocoral",159,15.9
2012,2012-08-17,"FKNMS","UK","P","9P3",32,"Porter Patch",324,"300-10","OCTO","Total Octocoral",200,20
2012,2012-08-18,"FKNMS","UK","P","9P4",33,"Admiral",331,"300-10","OCTO","Total Octocoral",109,10.9
2012,2012-08-18,"FKNMS","UK","P","9P4",33,"Admiral",332,"300-10","OCTO","Total Octocoral",57,5.7
2012,2012-08-18,"FKNMS","UK","P","9P4",33,"Admiral",333,"300-10","OCTO","Total Octocoral",156,15.6
2012,2012-08-18,"FKNMS","UK","P","9P4",33,"Admiral",334,"300-10","OCTO","Total Octocoral",225,22.5
2012,2012-05-09,"FKNMS","MK","P","7P1",34,"West Turtle Shoal",341,"300-10","OCTO","Total Octocoral",110,11
2012,2012-05-09,"FKNMS","MK","P","7P1",34,"West Turtle Shoal",342,"300-10","OCTO","Total Octocoral",142,14.2
2012,2012-05-09,"FKNMS","MK","P","7P1",34,"West Turtle Shoal",343,"300-10","OCTO","Total Octocoral",110,11
2012,2012-05-09,"FKNMS","MK","P","7P1",34,"West Turtle Shoal",344,"300-10","OCTO","Total Octocoral",117,11.7
2012,2012-05-07,"FKNMS","MK","P","7P2",35,"Dustan Rocks",351,"300-10","OCTO","Total Octocoral",137,13.7
2012,2012-05-07,"FKNMS","MK","P","7P2",35,"Dustan Rocks",352,"300-10","OCTO","Total Octocoral",130,13
2012,2012-05-07,"FKNMS","MK","P","7P2",35,"Dustan Rocks",353,"300-10","OCTO","Total Octocoral",130,13
2012,2012-05-07,"FKNMS","MK","P","7P2",35,"Dustan Rocks",354,"300-10","OCTO","Total Octocoral",70,7
2012,2012-07-17,"FKNMS","LK","P","5P1",36,"West Washer Women",361,"300-10","OCTO","Total Octocoral",73,7.3
2012,2012-07-17,"FKNMS","LK","P","5P1",36,"West Washer Women",362,"300-10","OCTO","Total Octocoral",126,12.6
2012,2012-07-17,"FKNMS","LK","P","5P1",36,"West Washer Women",363,"300-10","OCTO","Total Octocoral",41,4.1
2012,2012-07-17,"FKNMS","LK","P","5P1",36,"West Washer Women",364,"300-10","OCTO","Total Octocoral",78,7.8
2012,2012-07-18,"FKNMS","LK","P","5P3",38,"Cliff Green",381,"300-10","OCTO","Total Octocoral",134,13.4
2012,2012-07-18,"FKNMS","LK","P","5P3",38,"Cliff Green",382,"300-10","OCTO","Total Octocoral",100,10
2012,2012-07-18,"FKNMS","LK","P","5P3",38,"Cliff Green",383,"300-10","OCTO","Total Octocoral",152,15.2
2012,2012-07-18,"FKNMS","LK","P","5P3",38,"Cliff Green",384,"300-10","OCTO","Total Octocoral",77,7.7
2012,2012-05-31,"NPSDT/FKNMS","DT","P","1P1",41,"White Shoal",411,"300-10","OCTO","Total Octocoral",98,9.8
2012,2012-05-31,"NPSDT/FKNMS","DT","P","1P1",41,"White Shoal",412,"300-10","OCTO","Total Octocoral",95,9.5
2012,2012-05-31,"NPSDT/FKNMS","DT","P","1P1",41,"White Shoal",413,"300-10","OCTO","Total Octocoral",63,6.3
2012,2012-05-31,"NPSDT/FKNMS","DT","P","1P1",41,"White Shoal",414,"300-10","OCTO","Total Octocoral",102,10.2
2012,2012-06-03,"NPSDT","DT","P","1P2",42,"Palmata Patch",421,"300-10","OCTO","Total Octocoral",54,5.4
2012,2012-06-03,"NPSDT","DT","P","1P2",42,"Palmata Patch",422,"300-10","OCTO","Total Octocoral",5,0.5
2012,2012-06-03,"NPSDT","DT","P","1P3",43,"Prolifera Patch",431,"300-10","OCTO","Total Octocoral",8,0.8
2012,2012-06-03,"NPSDT","DT","P","1P3",43,"Prolifera Patch",432,"300-10","OCTO","Total Octocoral",22,2.2
2012,2012-06-03,"NPSDT","DT","P","1P3",43,"Prolifera Patch",433,"300-10","OCTO","Total Octocoral",27,2.7
2012,2012-06-04,"NPSDT","DT","P","1P4",44,"Temptation Rock",441,"300-10","OCTO","Total Octocoral",55,5.5
2012,2012-06-04,"NPSDT","DT","P","1P4",44,"Temptation Rock",442,"300-10","OCTO","Total Octocoral",29,2.9
2012,2012-06-04,"NPSDT","DT","P","1P4",44,"Temptation Rock",443,"300-10","OCTO","Total Octocoral",51,5.1
2012,2012-06-04,"NPSDT","DT","P","1P4",44,"Temptation Rock",444,"300-10","OCTO","Total Octocoral",24,2.4
2012,2012-06-06,"NPSDT","DT","P","1P5",45,"Mayer's Peak",451,"300-10","OCTO","Total Octocoral",187,18.7
2012,2012-06-06,"NPSDT","DT","P","1P5",45,"Mayer's Peak",452,"300-10","OCTO","Total Octocoral",191,19.1
2012,2012-06-06,"NPSDT","DT","P","1P5",45,"Mayer's Peak",453,"300-10","OCTO","Total Octocoral",194,19.4
2012,2012-06-06,"NPSDT","DT","P","1P5",45,"Mayer's Peak",454,"300-10","OCTO","Total Octocoral",229,22.9
2012,2012-06-03,"NPSDT","DT","P","1P6",46,"Loggerhead Patch",461,"300-10","OCTO","Total Octocoral",7,0.7
2012,2012-06-03,"NPSDT","DT","P","1P6",46,"Loggerhead Patch",462,"300-10","OCTO","Total Octocoral",5,0.5
2012,2012-08-16,"FKNMS","UK","OS","9S1",50,"Carysfort Shallow",501,"300-10","OCTO","Total Octocoral",35,3.5
2012,2012-08-16,"FKNMS","UK","OS","9S1",50,"Carysfort Shallow",502,"300-10","OCTO","Total Octocoral",21,2.1
2012,2012-08-16,"FKNMS","UK","OS","9S1",50,"Carysfort Shallow",503,"300-10","OCTO","Total Octocoral",516,51.6
2012,2012-08-16,"FKNMS","UK","OS","9S1",50,"Carysfort Shallow",504,"300-10","OCTO","Total Octocoral",381,38.1
2012,2012-08-13,"FKNMS","MK","OS","7S1",54,"Alligator Shallow",541,"300-10","OCTO","Total Octocoral",263,26.3
2012,2012-08-13,"FKNMS","MK","OS","7S1",54,"Alligator Shallow",542,"300-10","OCTO","Total Octocoral",221,22.1
2012,2012-08-13,"FKNMS","MK","OS","7S1",54,"Alligator Shallow",543,"300-10","OCTO","Total Octocoral",308,30.8
2012,2012-08-13,"FKNMS","MK","OS","7S1",54,"Alligator Shallow",544,"300-10","OCTO","Total Octocoral",262,26.2
2012,2012-05-14,"FKNMS","MK","OS","7S2",55,"Tennessee Shallow",551,"300-10","OCTO","Total Octocoral",194,19.4
2012,2012-05-14,"FKNMS","MK","OS","7S2",55,"Tennessee Shallow",552,"300-10","OCTO","Total Octocoral",208,20.8
2012,2012-05-14,"FKNMS","MK","OS","7S2",55,"Tennessee Shallow",553,"300-10","OCTO","Total Octocoral",305,30.5
2012,2012-05-14,"FKNMS","MK","OS","7S2",55,"Tennessee Shallow",554,"300-10","OCTO","Total Octocoral",222,22.2
2012,2012-05-10,"FKNMS","MK","OS","5S1",56,"Sombrero Shallow",561,"300-10","OCTO","Total Octocoral",76,7.6
2012,2012-05-10,"FKNMS","MK","OS","5S1",56,"Sombrero Shallow",562,"300-10","OCTO","Total Octocoral",120,12
2012,2012-05-10,"FKNMS","MK","OS","5S1",56,"Sombrero Shallow",563,"300-10","OCTO","Total Octocoral",135,13.5
2012,2012-05-10,"FKNMS","MK","OS","5S1",56,"Sombrero Shallow",564,"300-10","OCTO","Total Octocoral",87,8.7
2012,2012-07-13,"FKNMS","LK","OS","5S4",59,"Western Sambo Shallow",591,"300-10","OCTO","Total Octocoral",93,9.3
2012,2012-07-13,"FKNMS","LK","OS","5S4",59,"Western Sambo Shallow",592,"300-10","OCTO","Total Octocoral",102,10.2
2012,2012-07-12,"FKNMS","LK","OS","5S4",59,"Western Sambo Shallow",593,"300-10","OCTO","Total Octocoral",50,5
2012,2012-07-12,"FKNMS","LK","OS","5S4",59,"Western Sambo Shallow",594,"300-10","OCTO","Total Octocoral",33,3.3
2012,2012-07-10,"FKNMS","LK","OS","2S1",61,"Sand Key Shallow",611,"300-10","OCTO","Total Octocoral",86,8.6
2012,2012-07-10,"FKNMS","LK","OS","2S1",61,"Sand Key Shallow",612,"300-10","OCTO","Total Octocoral",75,7.5
2012,2012-07-10,"FKNMS","LK","OS","2S1",61,"Sand Key Shallow",613,"300-10","OCTO","Total Octocoral",75,7.5
2012,2012-07-10,"FKNMS","LK","OS","2S1",61,"Sand Key Shallow",614,"300-10","OCTO","Total Octocoral",66,6.6
2012,2012-08-16,"FKNMS","UK","OD","9D1",70,"Carysfort Deep",701,"300-10","OCTO","Total Octocoral",193,19.3
2012,2012-08-16,"FKNMS","UK","OD","9D1",70,"Carysfort Deep",702,"300-10","OCTO","Total Octocoral",137,13.7
2012,2012-08-16,"FKNMS","UK","OD","9D1",70,"Carysfort Deep",703,"300-10","OCTO","Total Octocoral",234,23.4
2012,2012-08-16,"FKNMS","UK","OD","9D1",70,"Carysfort Deep",704,"300-10","OCTO","Total Octocoral",399,39.9
2012,2012-06-18,"FKNMS","MK","OD","7D1",74,"Alligator Deep",741,"300-10","OCTO","Total Octocoral",212,21.2
2012,2012-06-18,"FKNMS","MK","OD","7D1",74,"Alligator Deep",742,"300-10","OCTO","Total Octocoral",108,10.8
2012,2012-06-18,"FKNMS","MK","OD","7D1",74,"Alligator Deep",743,"300-10","OCTO","Total Octocoral",176,17.6
2012,2012-06-18,"FKNMS","MK","OD","7D1",74,"Alligator Deep",744,"300-10","OCTO","Total Octocoral",196,19.6
2012,2012-05-14,"FKNMS","MK","OD","7D2",75,"Tennessee Deep",751,"300-10","OCTO","Total Octocoral",116,11.6
2012,2012-05-14,"FKNMS","MK","OD","7D2",75,"Tennessee Deep",752,"300-10","OCTO","Total Octocoral",92,9.2
2012,2012-05-14,"FKNMS","MK","OD","7D2",75,"Tennessee Deep",753,"300-10","OCTO","Total Octocoral",178,17.8
2012,2012-05-14,"FKNMS","MK","OD","7D2",75,"Tennessee Deep",754,"300-10","OCTO","Total Octocoral",126,12.6
2012,2012-05-16,"FKNMS","MK","OD","5D1",76,"Sombrero Deep",761,"300-10","OCTO","Total Octocoral",131,13.1
2012,2012-05-08,"FKNMS","MK","OD","5D1",76,"Sombrero Deep",762,"300-10","OCTO","Total Octocoral",85,8.5
2012,2012-05-16,"FKNMS","MK","OD","5D1",76,"Sombrero Deep",763,"300-10","OCTO","Total Octocoral",133,13.3
2012,2012-05-16,"FKNMS","MK","OD","5D1",76,"Sombrero Deep",764,"300-10","OCTO","Total Octocoral",178,17.8
2012,2012-07-18,"FKNMS","LK","OD","5D4",79,"Western Sambo Deep",791,"300-10","OCTO","Total Octocoral",119,11.9
2012,2012-07-18,"FKNMS","LK","OD","5D4",79,"Western Sambo Deep",792,"300-10","OCTO","Total Octocoral",137,13.7
2012,2012-07-16,"FKNMS","LK","OD","5D4",79,"Western Sambo Deep",793,"300-10","OCTO","Total Octocoral",140,14
2012,2012-07-16,"FKNMS","LK","OD","5D4",79,"Western Sambo Deep",794,"300-10","OCTO","Total Octocoral",131,13.1
2012,2012-08-10,"FKNMS","LK","OD","2D1",81,"Sand Key Deep",811,"300-10","OCTO","Total Octocoral",161,16.1
2012,2012-08-10,"FKNMS","LK","OD","2D1",81,"Sand Key Deep",812,"300-10","OCTO","Total Octocoral",206,20.6
2012,2012-07-19,"FKNMS","LK","OD","2D1",81,"Sand Key Deep",813,"300-10","OCTO","Total Octocoral",231,23.1
2012,2012-07-19,"FKNMS","LK","OD","2D1",81,"Sand Key Deep",814,"300-10","OCTO","Total Octocoral",281,28.1
2012,2012-06-02,"NPSDT/FKNMS","DT","OD","1D1",82,"Bird Key Reef",821,"300-10","OCTO","Total Octocoral",92,9.2
2012,2012-06-02,"NPSDT/FKNMS","DT","OD","1D1",82,"Bird Key Reef",822,"300-10","OCTO","Total Octocoral",110,11
2012,2012-06-02,"NPSDT/FKNMS","DT","OD","1D1",82,"Bird Key Reef",823,"300-10","OCTO","Total Octocoral",145,14.5
2012,2012-06-02,"NPSDT/FKNMS","DT","OD","1D1",82,"Bird Key Reef",824,"300-10","OCTO","Total Octocoral",144,14.4
2012,2012-06-05,"FKNMS","DT","OD","1D2",83,"Black Coral Rock",831,"300-10","OCTO","Total Octocoral",130,13
2012,2012-06-05,"FKNMS","DT","OD","1D2",83,"Black Coral Rock",832,"300-10","OCTO","Total Octocoral",130,13
2012,2012-06-05,"FKNMS","DT","OD","1D2",83,"Black Coral Rock",833,"300-10","OCTO","Total Octocoral",66,6.6
2012,2012-06-05,"FKNMS","DT","OD","1D2",83,"Black Coral Rock",834,"300-10","OCTO","Total Octocoral",87,8.7
2013,2013-06-04,"NPSDT","DT","P","1PA",27,"The Maze",271,"300-10","OCTO","Total Octocoral",78,7.8
2013,2013-06-04,"NPSDT","DT","P","1PA",27,"The Maze",272,"300-10","OCTO","Total Octocoral",40,4
2013,2013-06-04,"NPSDT","DT","P","1PA",27,"The Maze",273,"300-10","OCTO","Total Octocoral",18,1.8
2013,2013-06-04,"NPSDT","DT","P","1PA",27,"The Maze",274,"300-10","OCTO","Total Octocoral",57,5.7
2013,2013-05-31,"NPSDT","DT","P","1PB",28,"Davis Rock",281,"300-10","OCTO","Total Octocoral",1,0.1
